trade_date,strat,bench,strat_cum,bench_cum,active_cum,active
20170103,0.0,0.0,1.0,1.0,1.0,0.0
20170104,0.028550891066,0.00780452627517,1.02855089107,1.00780452628,1.02074636479,0.0207463647909
20170105,-0.00656235948439,-0.000155122223398,1.02180117037,1.0076481934,1.01415297697,-0.00645937917952
20170106,-0.0015616492407,-0.00597504736935,1.02020547535,1.00162744771,1.01857802764,0.00436329702303
20170109,0.000446540565293,0.00484961688985,1.02066103848,1.0064849571,1.01417608138,-0.00432165836944
20170110,0.000519150361111,-0.00167359245429,1.02119091503,1.00480051147,1.01639040356,0.00218337053782
20170111,-0.0121078198441,-0.00707989193012,1.0088265194,0.997686632435,1.01113988697,-0.00516584628763
20170112,-0.0046584735765,-0.00505962611314,1.00412692772,0.992638711097,1.01148821662,0.000344492051789
20170113,-0.00817349949071,0.000689680304649,0.995919696784,0.993323314465,1.00259638232,-0.00879084319014
20170116,-0.0107440417065,-0.000140576006799,0.985219494025,0.99318367704,0.992035816985,-0.010533217075
20170117,0.0129352967406,0.00208191398232,0.997963600535,0.995251400025,1.00271220051,0.0107620948184
20170118,0.0120819330708,0.00391088591442,1.01002092996,0.999143714706,1.01087721526,0.00814292948962
20170119,-0.0049518694769,-0.0030173997436,1.00501943815,0.996128898718,1.00889053943,-0.00196529884694
20170120,0.0057552179633,0.00768932923248,1.01080354407,1.00378846178,1.0070150823,-0.00185893024368
20170123,0.00115997539595,0.00273979250164,1.01197605131,1.00653863388,1.00543741744,-0.00156667450894
20170124,1.6687294071e-06,0.000110015193452,1.01197774003,1.00664936842,1.00532837161,-0.000108456107198
20170125,-0.000670679990399,0.00340421077329,1.01129902681,1.01007621505,1.00122281176,-0.00408379984274
20170126,-0.00320932650998,0.00357130987307,1.00805343803,1.01368351021,0.994369927826,-0.00684451438291
20170203,-0.00207859475722,-0.00692696957574,1.00595810344,1.00666175537,0.99929634807,0.00495431338526
20170206,0.00422963969123,0.0025896329143,1.01021294376,1.00926863979,1.00094430398,0.00164911631063
20170207,-0.0017943343865,-0.00222939304817,1.00840028394,1.0070185833,1.00138170064,0.000436984020845
20170208,0.00539626654267,0.00523010933079,1.01384188065,1.01228540059,1.00155648007,0.00017453826543
20170209,0.00871173813982,0.00384377586796,1.02267420563,1.01617639878,1.00649780685,0.00493364766093
20170210,0.00110221000111,0.00506269719297,1.02380140737,1.02132099218,1.00248041519,-0.00399145595449
20170213,0.019160877617,0.00667593031266,1.04341834084,1.02813925995,1.01527908089,0.0127669982437
20170214,0.000567738677713,-0.000137008824963,1.04401072979,1.0279983958,1.01601233399,0.000722218269673
20170215,-0.00835686522178,-0.00410125233562,1.03528607283,1.02378231498,1.01150375785,-0.00443752106773
20170216,0.000221171386011,0.00561706941473,1.03551504849,1.02953297131,1.00598207718,-0.00545888300493
20170217,0.00487036857446,-0.00566451001329,1.04055838844,1.02370117148,1.01685721696,0.0108104707054
20170220,0.0287292941509,0.0145993126465,1.07045289646,1.03864650494,1.03180639152,0.0147013507052
20170221,-0.00210597171324,0.00329274193878,1.06819855294,1.04206649985,1.02613205309,-0.00549942166799
20170222,0.0110676505198,0.00199082755569,1.08002100121,1.04414107455,1.03587992666,0.00949962876369
20170223,-0.00568047169537,-0.00470895291927,1.07388597248,1.03922426339,1.03466170909,-0.00117602198411
20170224,-0.000530406689606,0.000152044571948,1.07331637618,1.0393822718,1.03393410438,-0.000703229573076
20170227,-0.0168123870549,-0.00795339075643,1.05527136583,1.03111565844,1.02415570738,-0.00945746634561
20170228,-0.000132717864338,0.00191151309196,1.05513131247,1.03308664953,1.02204466294,-0.00206125340823
20170301,0.00625848359752,0.00162977386855,1.06173483448,1.03477034715,1.02696448733,0.00481370782055
20170302,-0.000893544803941,-0.00674908808533,1.06078612684,1.02778659093,1.03299953591,0.00587658935723
20170303,0.000853838806258,-0.00210576338136,1.0616918672,1.02562231556,1.03606955163,0.00297194298793
20170306,0.00613023855759,0.00543230610047,1.06820029162,1.03119380992,1.03700648169,0.000904311932998
20170307,0.0183251826265,0.00216815165833,1.08777525704,1.03342959449,1.05434566255,0.0167204170491
20170308,-0.0034938983753,-0.00151281580993,1.08397468084,1.03186620586,1.05210847497,-0.00212187298127
20170309,-0.00363813596133,-0.00631754059819,1.08003103357,1.02534734922,1.05468368435,0.00244766527518
20170310,0.00254844001135,0.000276572962766,1.08278342787,1.02563093257,1.0571524953,0.0023408069944
20170313,0.0116466485242,0.00881194726228,1.09539422588,1.03466873826,1.06072548762,0.00337982678923
20170314,-0.00566819901479,-0.000406177037204,1.08918531341,1.03424847958,1.05493683383,-0.00545725907118
20170315,0.00453257219126,0.00201064983085,1.09412212447,1.03632799111,1.05779413337,0.00270850295538
20170316,-0.00172201565872,0.00515728581312,1.09223802904,1.04167263075,1.05056539829,-0.0068337825378
20170317,2.05384895551e-05,-0.0102546121843,1.09226046196,1.0309906819,1.06126978006,0.0101891627005
20170320,0.0109326192929,0.00110496673187,1.10420172976,1.03212989231,1.07207183745,0.0101784273875
20170321,0.0248853510138,0.00485103747592,1.1316801774,1.03713679309,1.0945433843,0.0209608592097
20170322,0.00244622306893,-0.00470137610005,1.13444851955,1.03226082296,1.10218769659,0.00698401945301
20170323,-0.00498608180322,0.00345734099753,1.12879206643,1.03582970063,1.09296236581,-0.00837001793065
20170324,-0.00305889903005,0.00797853088734,1.12533920548,1.04409409989,1.08124510559,-0.0107206438064
20170327,-0.0150298964377,-0.00331304475983,1.10842547376,1.0406349694,1.06779050436,-0.012443618158
