index,commission,entrust_action,entrust_no,fill_date,fill_no,fill_price,fill_size,fill_time,symbol,task_id
313,0.0,Sell,310,20170703,201707030287,34.16,700.0,143000,600809.SH,201707030007
314,0.0,Sell,317,20170703,201707030288,13.6,4800.0,143000,002570.SZ,201707030007
315,0.0,Sell,316,20170703,201707030289,9.98,31400.0,143000,600238.SH,201707030007
316,0.0,Sell,315,20170703,201707030290,35.95,2400.0,143000,603866.SH,201707030007
317,0.0,Sell,314,20170703,201707030291,49.14,2213.32139281,143000,000568.SZ,201707030007
318,0.0,Sell,322,20170703,201707030292,5.35,7439.48554167,143000,600300.SH,201707030007
319,0.0,Sell,323,20170703,201707030293,9.58,4500.0,143000,600073.SH,201707030007
320,0.0,Sell,337,20170703,201707030294,9.62,4400.0,143000,002515.SZ,201707030007
321,0.0,Sell,289,20170703,201707030295,18.94,3900.0,143000,603198.SH,201707030007
322,0.0,Sell,288,20170703,201707030296,9.19,3165.91821071,143000,600059.SH,201707030007
323,0.0,Sell,320,20170703,201707030297,7.4,5500.0,143000,600084.SH,201707030007
324,0.0,Buy,321,20170703,201707030298,12.56,47800.0,143000,600381.SH,201707030007
325,0.0,Sell,326,20170703,201707030299,13.75,4900.0,143000,300146.SZ,201707030007
326,0.0,Sell,327,20170703,201707030300,38.55,500.0,143000,603589.SH,201707030007
327,0.0,Sell,324,20170703,201707030301,19.19,1000.0,143000,600197.SH,201707030007
328,0.0,Sell,325,20170703,201707030302,6.67,3300.0,143000,002481.SZ,201707030007
329,0.0,Buy,281,20170703,201707030303,463.17,700.0,143000,600519.SH,201707030007
330,0.0,Sell,283,20170703,201707030304,16.49,5100.0,143000,002568.SZ,201707030007
331,0.0,Sell,282,20170703,201707030305,15.43,2000.0,143000,002387.SZ,201707030007
332,0.0,Buy,285,20170703,201707030306,23.58,33200.0,143000,600132.SH,201707030007
333,0.0,Sell,284,20170703,201707030307,9.96,6490.45157671,143000,000848.SZ,201707030007
334,0.0,Sell,287,20170703,201707030308,8.25,37100.0,143000,002702.SZ,201707030007
335,0.0,Sell,286,20170703,201707030309,8.71,29300.0,143000,600365.SH,201707030007
336,0.0,Sell,308,20170703,201707030310,21.18,3800.0,143000,002695.SZ,201707030007
337,0.0,Buy,309,20170703,201707030311,12.99,88200.0,143000,603369.SH,201707030007
338,0.0,Buy,336,20170703,201707030312,12.15,34600.0,143000,000019.SZ,201707030007
339,0.0,Buy,300,20170703,201707030313,36.99,16800.0,143000,603777.SH,201707030007
340,0.0,Sell,301,20170703,201707030314,14.67,23614.4423584,143000,603020.SH,201707030007
341,0.0,Sell,302,20170703,201707030315,19.83,1900.0,143000,000860.SZ,201707030007
342,0.0,Buy,303,20170703,201707030316,24.32,600.0,143000,600779.SH,201707030007
343,0.0,Sell,304,20170703,201707030317,21.44,7500.0,143000,600887.SH,201707030007
344,0.0,Sell,305,20170703,201707030318,17.29,1422.08811755,143000,002646.SZ,201707030007
345,0.0,Sell,306,20170703,201707030319,50.02,928.56982618,143000,000596.SZ,201707030007
346,0.0,Buy,307,20170703,201707030320,19.12,25300.0,143000,603919.SH,201707030007
347,0.0,Sell,330,20170703,201707030321,5.72,222900.0,143000,600873.SH,201707030007
348,0.0,Sell,333,20170703,201707030322,34.71,2200.0,143000,600600.SH,201707030007
349,0.0,Buy,332,20170703,201707030323,6.68,197200.0,143000,000729.SZ,201707030007
350,0.0,Sell,334,20170703,201707030324,84.98,4170.75121499,143000,002304.SZ,201707030007
351,0.0,Buy,328,20170703,201707030325,54.32,2200.0,143000,000858.SZ,201707030007
352,0.0,Sell,335,20170703,201707030326,9.48,105200.0,143000,600090.SH,201707030007
353,0.0,Sell,331,20170703,201707030327,27.24,2100.0,143000,600702.SH,201707030007
354,0.0,Sell,329,20170703,201707030328,33.69,8200.0,143000,002719.SZ,201707030007
355,0.0,Sell,298,20170703,201707030329,18.19,1900.0,143000,002726.SZ,201707030007
356,0.0,Sell,299,20170703,201707030330,7.9,39800.0,143000,600199.SH,201707030007
357,0.0,Sell,296,20170703,201707030331,18.17,1400.0,143000,000799.SZ,201707030007
358,0.0,Sell,297,20170703,201707030332,10.73,37700.0,143000,600616.SH,201707030007
359,0.0,Sell,294,20170703,201707030333,23.95,9800.0,143000,000895.SZ,201707030007
360,0.0,Sell,295,20170703,201707030334,18.48,23936.9445527,143000,603027.SH,201707030007
361,0.0,Sell,292,20170703,201707030335,12.78,3600.0,143000,600597.SH,201707030007
362,0.0,Sell,293,20170703,201707030336,5.32,8080.6758982,143000,002770.SZ,201707030007
363,0.0,Buy,290,20170703,201707030337,11.95,78200.0,143000,002461.SZ,201707030007
364,0.0,Sell,291,20170703,201707030338,3.68,79000.0,143000,600186.SH,201707030007
365,0.0,Buy,101010,20170707,101010,0.0,1357.42722243,200000,600519.SH,101010
366,0.0,Buy,101010,20170801,101010,0.0,467.476969083,200000,600779.SH,101010
367,0.0,Buy,101010,20170728,101010,0.0,1003.4530688,200000,600600.SH,101010
368,0.0,Buy,101010,20170714,101010,0.0,1038.34943052,200000,600809.SH,101010
369,0.0,Buy,101010,20170713,101010,0.0,429.059027108,200000,600872.SH,101010
370,0.0,Buy,101010,20170714,101010,0.0,364.422681518,200000,002329.SZ,101010
371,0.0,Buy,101010,20170721,101010,0.0,211.623527664,200000,600559.SH,101010
372,0.0,Buy,101010,20170704,101010,0.0,528.720833271,200000,002481.SZ,101010
373,0.0,Buy,101010,20170704,101010,0.0,497.002973853,200000,603589.SH,101010
374,0.0,Buy,101010,20170711,101010,0.0,1172.07513538,200000,000729.SZ,101010
375,0.0,Buy,101010,20170710,101010,0.0,559.593832491,200000,002650.SZ,101010
376,0.0,Sell,339,20170801,201708010339,479.41,957.427222428,143000,600519.SH,201708010008
377,0.0,Buy,379,20170801,201708010340,88.87,900.0,143000,002304.SZ,201708010008
378,0.0,Buy,378,20170801,201708010341,33.15,1096.5469312,143000,600600.SH,201708010008
379,0.0,Buy,344,20170801,201708010342,9.48,2100.0,143000,600059.SH,201708010008
380,0.0,Buy,345,20170801,201708010343,20.68,1900.0,143000,603198.SH,201708010008
381,0.0,Buy,346,20170801,201708010344,11.24,1100.0,143000,002461.SZ,201708010008
382,0.0,Buy,347,20170801,201708010345,12.49,2500.0,143000,600597.SH,201708010008
383,0.0,Buy,340,20170801,201708010346,16.52,900.0,143000,002387.SZ,201708010008
384,0.0,Sell,341,20170801,201708010347,16.41,14100.0,143000,002568.SZ,201708010008
385,0.0,Buy,342,20170801,201708010348,9.6,2400.0,143000,000848.SZ,201708010008
386,0.0,Buy,343,20170801,201708010349,24.87,2000.0,143000,600132.SH,201708010008
387,0.0,Buy,366,20170801,201708010350,14.4,1800.0,143000,002582.SZ,201708010008
388,0.0,Buy,367,20170801,201708010351,21.12,700.0,143000,603886.SH,201708010008
389,0.0,Sell,364,20170801,201708010352,55.57,2800.0,143000,000568.SZ,201708010008
390,0.0,Buy,365,20170801,201708010353,33.96,1200.0,143000,603866.SH,201708010008
391,0.0,Buy,348,20170801,201708010354,5.04,4000.0,143000,002770.SZ,201708010008
392,0.0,Buy,349,20170801,201708010355,21.4,2900.0,143000,000895.SZ,201708010008
393,0.0,Sell,360,20170801,201708010356,40.7,438.349430522,143000,600809.SH,201708010008
394,0.0,Buy,361,20170801,201708010357,19.22,770.940972892,143000,600872.SH,201708010008
395,0.0,Buy,368,20170801,201708010358,13.21,2200.0,143000,600381.SH,201708010008
396,0.0,Buy,369,20170801,201708010359,5.66,5500.0,143000,600300.SH,201708010008
397,0.0,Buy,376,20170801,201708010360,31.84,1400.0,143000,600702.SH,201708010008
398,0.0,Buy,381,20170801,201708010361,9.23,3600.0,143000,002515.SZ,201708010008
399,0.0,Buy,382,20170801,201708010362,20.47,500.0,143000,603779.SH,201708010008
400,0.0,Buy,377,20170801,201708010363,6.37,3727.92486462,143000,000729.SZ,201708010008
401,0.0,Buy,380,20170801,201708010364,11.65,200.0,143000,000019.SZ,201708010008
402,0.0,Buy,362,20170801,201708010365,8.53,1235.57731848,143000,002329.SZ,201708010008
403,0.0,Buy,363,20170801,201708010366,30.56,500.0,143000,002820.SZ,201708010008
404,0.0,Buy,357,20170801,201708010367,21.36,1200.0,143000,603919.SH,201708010008
405,0.0,Buy,356,20170801,201708010368,18.15,1000.0,143000,002646.SZ,201708010008
406,0.0,Buy,355,20170801,201708010369,20.65,4600.0,143000,600887.SH,201708010008
407,0.0,Buy,354,20170801,201708010370,33.63,632.523030917,143000,600779.SH,201708010008
408,0.0,Buy,353,20170801,201708010371,20.38,1000.0,143000,000860.SZ,201708010008
409,0.0,Buy,352,20170801,201708010372,32.04,500.0,143000,603777.SH,201708010008
410,0.0,Buy,351,20170801,201708010373,21.34,1400.0,143000,002726.SZ,201708010008
411,0.0,Buy,350,20170801,201708010374,25.59,500.0,143000,000799.SZ,201708010008
412,0.0,Sell,371,20170801,201708010375,20.46,100.0,143000,600197.SH,201708010008
413,0.0,Buy,370,20170801,201708010376,9.67,3000.0,143000,600073.SH,201708010008
414,0.0,Buy,373,20170801,201708010377,13.8,7000.0,143000,300146.SZ,201708010008
415,0.0,Buy,372,20170801,201708010378,6.46,371.279166729,143000,002481.SZ,201708010008
416,0.0,Sell,375,20170801,201708010379,55.86,4600.0,143000,000858.SZ,201708010008
417,0.0,Buy,374,20170801,201708010380,43.75,602.997026147,143000,603589.SH,201708010008
418,0.0,Buy,359,20170801,201708010381,14.99,2600.0,143000,603369.SH,201708010008
419,0.0,Buy,358,20170801,201708010382,22.61,600.0,143000,002695.SZ,201708010008
420,0.0,Buy,101010,20170810,101010,0.0,259.670733809,200000,002726.SZ,101010
421,0.0,Buy,101010,20170825,101010,0.0,22710.0932584,200000,002726.SZ,101010
422,0.0,Sell,393,20170901,201709010383,26.17,700.0,143000,000799.SZ,201709010009
423,0.0,Buy,392,20170901,201709010384,22.44,2900.0,143000,000895.SZ,201709010009
424,0.0,Sell,391,20170901,201709010385,5.46,400.0,143000,002770.SZ,201709010009
425,0.0,Buy,390,20170901,201709010386,13.14,100.0,143000,600597.SH,201709010009
426,0.0,Sell,397,20170901,201709010387,33.99,500.0,143000,600779.SH,201709010009
427,0.0,Sell,396,20170901,201709010388,19.82,200.0,143000,000860.SZ,201709010009
428,0.0,Buy,395,20170901,201709010389,32.9,300.0,143000,603777.SH,201709010009
429,0.0,Sell,394,20170901,201709010390,11.31,869.763992229,143000,002726.SZ,201709010009
430,0.0,Sell,399,20170901,201709010391,18.02,200.0,143000,002646.SZ,201709010009
431,0.0,Buy,398,20170901,201709010392,23.68,1500.0,143000,600887.SH,201709010009
432,0.0,Buy,407,20170901,201709010393,32.76,100.0,143000,002820.SZ,201709010009
433,0.0,Buy,406,20170901,201709010394,8.62,600.0,143000,002329.SZ,201709010009
434,0.0,Sell,405,20170901,201709010395,21.43,300.0,143000,600872.SH,201709010009
435,0.0,Sell,404,20170901,201709010396,47.39,2200.0,143000,600809.SH,201709010009
436,0.0,Sell,403,20170901,201709010397,15.98,3800.0,143000,603369.SH,201709010009
437,0.0,Buy,402,20170901,201709010398,22.35,400.0,143000,002695.SZ,201709010009
438,0.0,Sell,401,20170901,201709010399,20.38,400.0,143000,603919.SH,201709010009
439,0.0,Buy,400,20170901,201709010400,51.63,400.0,143000,000596.SZ,201709010009
440,0.0,Sell,421,20170901,201709010401,32.03,200.0,143000,600600.SH,201709010009
441,0.0,Buy,420,20170901,201709010402,6.57,500.0,143000,000729.SZ,201709010009
442,0.0,Sell,423,20170901,201709010403,9.62,1600.0,143000,002515.SZ,201709010009
443,0.0,Buy,422,20170901,201709010404,88.2,2000.0,143000,002304.SZ,201709010009
444,0.0,Sell,424,20170901,201709010405,20.91,200.0,143000,603779.SH,201709010009
445,0.0,Buy,409,20170901,201709010406,35.76,400.0,143000,603866.SH,201709010009
446,0.0,Buy,408,20170901,201709010407,54.94,2400.0,143000,000568.SZ,201709010009
447,0.0,Sell,383,20170901,201709010408,494.3,700.0,143000,600519.SH,201709010009
448,0.0,Sell,384,20170901,201709010409,16.97,100.0,143000,002387.SZ,201709010009
449,0.0,Sell,385,20170901,201709010410,16.73,100.0,143000,002568.SZ,201709010009
450,0.0,Sell,386,20170901,201709010411,9.25,100.0,143000,000848.SZ,201709010009
451,0.0,Sell,387,20170901,201709010412,9.59,600.0,143000,600059.SH,201709010009
452,0.0,Sell,388,20170901,201709010413,19.36,200.0,143000,603198.SH,201709010009
453,0.0,Buy,389,20170901,201709010414,11.86,2500.0,143000,002461.SZ,201709010009
454,0.0,Buy,414,20170901,201709010415,20.52,800.0,143000,600197.SH,201709010009
455,0.0,Buy,415,20170901,201709010416,6.33,2400.0,143000,002481.SZ,201709010009
456,0.0,Sell,416,20170901,201709010417,14.61,4900.0,143000,300146.SZ,201709010009
457,0.0,Sell,417,20170901,201709010418,45.13,500.0,143000,603589.SH,201709010009
458,0.0,Sell,410,20170901,201709010419,13.17,900.0,143000,002582.SZ,201709010009
459,0.0,Sell,411,20170901,201709010420,12.85,5500.0,143000,600381.SH,201709010009
460,0.0,Sell,412,20170901,201709010421,5.35,1000.0,143000,600300.SH,201709010009
461,0.0,Buy,413,20170901,201709010422,9.86,400.0,143000,600073.SH,201709010009
462,0.0,Buy,418,20170901,201709010423,55.5,4600.0,143000,000858.SZ,201709010009
463,0.0,Buy,419,20170901,201709010424,34.59,100.0,143000,600702.SH,201709010009
464,0.0,Sell,458,20171009,201710090425,23.27,1100.0,143000,600197.SH,201710090010
465,0.0,Sell,459,20171009,201710090426,6.66,1300.0,143000,002481.SZ,201710090010
466,0.0,Sell,450,20171009,201710090427,31.88,300.0,143000,002820.SZ,201710090010
467,0.0,Buy,451,20171009,201710090428,56.67,4100.0,143000,000568.SZ,201710090010
468,0.0,Sell,452,20171009,201710090429,38.96,1700.0,143000,603866.SH,201710090010
469,0.0,Buy,453,20171009,201710090430,10.42,800.0,143000,002570.SZ,201710090010
470,0.0,Buy,454,20171009,201710090431,12.9,300.0,143000,002582.SZ,201710090010
471,0.0,Buy,455,20171009,201710090432,12.87,900.0,143000,600381.SH,201710090010
472,0.0,Sell,456,20171009,201710090433,5.19,700.0,143000,600300.SH,201710090010
473,0.0,Sell,457,20171009,201710090434,9.81,2400.0,143000,600073.SH,201710090010
474,0.0,Sell,429,20171009,201710090435,22.05,400.0,143000,600132.SH,201710090010
475,0.0,Sell,428,20171009,201710090436,10.13,800.0,143000,000848.SZ,201710090010
476,0.0,Sell,464,20171009,201710090437,6.51,2200.0,143000,000729.SZ,201710090010
477,0.0,Buy,466,20171009,201710090438,9.52,1600.0,143000,002515.SZ,201710090010
478,0.0,Sell,425,20171009,201710090439,528.64,800.0,143000,600519.SH,201710090010
479,0.0,Sell,427,20171009,201710090440,18.68,1300.0,143000,002568.SZ,201710090010
480,0.0,Sell,426,20171009,201710090441,17.86,1000.0,143000,002387.SZ,201710090010
481,0.0,Buy,449,20171009,201710090442,9.12,300.0,143000,002329.SZ,201710090010
482,0.0,Buy,448,20171009,201710090443,23.66,200.0,143000,600872.SH,201710090010
483,0.0,Buy,460,20171009,201710090444,13.69,400.0,143000,300146.SZ,201710090010
484,0.0,Sell,443,20171009,201710090445,18.25,100.0,143000,002646.SZ,201710090010
485,0.0,Sell,442,20171009,201710090446,27.97,2400.0,143000,600887.SH,201710090010
486,0.0,Buy,441,20171009,201710090447,41.5,500.0,143000,600779.SH,201710090010
487,0.0,Sell,440,20171009,201710090448,19.93,300.0,143000,000860.SZ,201710090010
488,0.0,Buy,447,20171009,201710090449,54.35,3900.0,143000,600809.SH,201710090010
489,0.0,Buy,446,20171009,201710090450,16.21,2900.0,143000,603369.SH,201710090010
490,0.0,Buy,445,20171009,201710090451,20.33,200.0,143000,002695.SZ,201710090010
491,0.0,Sell,444,20171009,201710090452,64.04,1700.0,143000,000596.SZ,201710090010
492,0.0,Sell,463,20171009,201710090453,39.13,100.0,143000,600702.SH,201710090010
493,0.0,Buy,461,20171009,201710090454,49.47,100.0,143000,603589.SH,201710090010
494,0.0,Sell,462,20171009,201710090455,58.49,5400.0,143000,000858.SZ,201710090010
495,0.0,Sell,465,20171009,201710090456,31.12,700.0,143000,600600.SH,201710090010
496,0.0,Buy,438,20171009,201710090457,5.7,104400.0,143000,000557.SZ,201710090010
497,0.0,Sell,439,20171009,201710090458,31.34,200.0,143000,603777.SH,201710090010
498,0.0,Buy,436,20171009,201710090459,28.18,700.0,143000,000799.SZ,201710090010
499,0.0,Buy,437,20171009,201710090460,11.16,200.0,143000,002726.SZ,201710090010
500,0.0,Sell,434,20171009,201710090461,5.7,300.0,143000,002770.SZ,201710090010
501,0.0,Buy,435,20171009,201710090462,24.77,4200.0,143000,000895.SZ,201710090010
502,0.0,Sell,432,20171009,201710090463,11.98,2900.0,143000,002461.SZ,201710090010
503,0.0,Sell,433,20171009,201710090464,13.7,3300.0,143000,600597.SH,201710090010
504,0.0,Sell,430,20171009,201710090465,9.77,300.0,143000,600059.SH,201710090010
505,0.0,Sell,431,20171009,201710090466,19.53,300.0,143000,603198.SH,201710090010
